timestamp,building,occupancy_percent,temperature_c,daylight_level,current_energy_kwh,flexible_load_kwh,grid_carbon_intensity
2026-08-07 10:00:00,Innovation Centre,90,27.1,77,92.43,10.21,596
2026-08-07 10:00:00,Hostel Block,94,26.4,66,99.8,9.49,451
2026-08-07 11:00:00,Engineering Block,42,29.0,82,99.06,17.11,529
2026-08-07 11:00:00,Library,57,26.7,80,83.89,12.65,521
2026-08-07 11:00:00,Admin Block,58,26.4,74,57.58,8.75,508
2026-08-07 11:00:00,Innovation Centre,63,27.2,81,94.92,7.7,474
2026-08-07 11:00:00,Hostel Block,79,29.1,72,106.56,14.5,489
2026-08-07 12:00:00,Engineering Block,77,29.0,93,109.48,13.67,408
2026-08-07 12:00:00,Library,88,28.3,97,88.98,8.94,556
2026-08-07 12:00:00,Admin Block,41,28.3,92,58.62,7.62,458
2026-08-07 12:00:00,Innovation Centre,86,27.4,82,90.78,15.35,496
2026-08-07 12:00:00,Hostel Block,63,27.5,88,101.66,14.4,453
2026-08-07 13:00:00,Engineering Block,85,28.7,100,118.74,9.76,573
2026-08-07 13:00:00,Library,38,27.5,95,76.88,6.59,568
2026-08-07 13:00:00,Admin Block,90,27.1,92,73.58,13.54,516
2026-08-07 13:00:00,Innovation Centre,84,28.9,100,92.86,12.76,415
2026-08-07 13:00:00,Hostel Block,48,29.1,98,95.24,15.79,501
2026-08-07 14:00:00,Engineering Block,37,29.6,98,93.19,9.5,593
2026-08-07 14:00:00,Library,36,28.2,97,76.36,13.95,574
2026-08-07 14:00:00,Admin Block,48,27.9,90,62.36,7.77,417
2026-08-07 14:00:00,Innovation Centre,66,29.4,85,85.36,12.02,549
2026-08-07 14:00:00,Hostel Block,37,28.9,85,87.27,14.9,581
2026-08-07 15:00:00,Engineering Block,47,28.7,84,100.99,18.5,557
2026-08-07 15:00:00,Library,31,30.0,83,64.27,6.63,517
2026-08-07 15:00:00,Admin Block,69,28.1,78,63.15,10.01,487
2026-08-07 15:00:00,Innovation Centre,34,27.7,87,81.09,13.84,582
2026-08-07 15:00:00,Hostel Block,76,29.2,81,102.21,8.21,543
2026-08-07 16:00:00,Engineering Block,86,29.2,71,116.67,11.91,450
2026-08-07 16:00:00,Library,32,29.2,76,64.75,11.93,545
2026-08-07 16:00:00,Admin Block,23,28.3,75,48.91,7.85,565
2026-08-07 16:00:00,Innovation Centre,52,27.8,74,89.05,14.48,534
2026-08-07 16:00:00,Hostel Block,58,29.4,67,89.88,16.58,562
2026-08-07 17:00:00,Engineering Block,76,28.7,65,112.1,17.9,429
2026-08-07 17:00:00,Library,41,30.9,52,76.91,10.85,538
2026-08-07 17:00:00,Admin Block,60,30.9,53,52.33,8.43,456
2026-08-07 17:00:00,Innovation Centre,24,28.8,64,76.25,11.28,581
2026-08-07 17:00:00,Hostel Block,95,29.8,56,102.83,13.54,443
2026-08-07 18:00:00,Engineering Block,71,29.5,46,111.7,16.13,401
2026-08-07 18:00:00,Library,72,28.9,53,80.03,14.58,453
2026-08-07 18:00:00,Admin Block,29,29.9,43,51.66,9.46,473
2026-08-07 18:00:00,Innovation Centre,89,30.0,44,99.73,16.93,509
2026-08-07 18:00:00,Hostel Block,81,30.1,58,104.21,18.67,505
2026-08-07 19:00:00,Engineering Block,57,29.4,32,97.87,11.65,576
2026-08-07 19:00:00,Library,76,30.5,35,83.35,8.7,425
2026-08-07 19:00:00,Admin Block,29,31.4,33,60.16,6.72,402
2026-08-07 19:00:00,Innovation Centre,33,30.0,33,81.27,11.91,449
2026-08-07 19:00:00,Hostel Block,48,31.2,32,90.61,12.83,485
2026-08-08 08:00:00,Engineering Block,46,28.1,46,92.07,14.73,444
2026-08-08 08:00:00,Library,82,26.5,46,82.54,9.09,599
2026-08-08 08:00:00,Admin Block,22,27.5,49,44.54,5.22,441
2026-08-08 08:00:00,Innovation Centre,40,26.0,54,81.44,7.99,441
2026-08-08 08:00:00,Hostel Block,52,26.9,44,92.29,18.24,502
2026-08-08 09:00:00,Engineering Block,70,26.6,55,110.16,10.23,474
2026-08-08 09:00:00,Library,48,26.0,65,76.1,8.58,440
2026-08-08 09:00:00,Admin Block,71,26.8,65,61.27,11.91,443
2026-08-08 09:00:00,Innovation Centre,43,27.0,57,85.57,9.58,574
2026-08-08 09:00:00,Hostel Block,38,28.0,54,81.35,11.76,491
2026-08-08 10:00:00,Engineering Block,52,27.1,72,101.52,19.2,598
2026-08-08 10:00:00,Library,52,27.6,67,75.18,7.6,499
2026-08-08 10:00:00,Admin Block,58,27.6,63,64.98,10.87,490
2026-08-08 10:00:00,Innovation Centre,73,26.9,70,97.07,14.12,506
2026-08-08 10:00:00,Hostel Block,90,28.8,78,111.35,9.29,534
2026-08-08 11:00:00,Engineering Block,82,26.5,79,114.0,10.55,518
2026-08-08 11:00:00,Library,25,28.3,85,67.17,8.65,503
2026-08-08 11:00:00,Admin Block,21,28.2,83,42.94,8.17,511
2026-08-08 11:00:00,Innovation Centre,76,27.9,80,90.89,10.58,504
2026-08-08 11:00:00,Hostel Block,93,26.4,74,103.66,14.11,508
2026-08-08 12:00:00,Engineering Block,79,27.9,98,111.21,9.0,567
2026-08-08 12:00:00,Library,72,29.0,91,75.14,11.22,597
2026-08-08 12:00:00,Admin Block,45,28.8,87,58.73,11.56,551
2026-08-08 12:00:00,Innovation Centre,79,27.8,89,96.22,8.98,499
2026-08-08 12:00:00,Hostel Block,74,28.1,87,94.66,13.55,413
2026-08-08 13:00:00,Engineering Block,75,28.2,98,110.61,11.13,594
2026-08-08 13:00:00,Library,83,27.9,93,92.53,12.17,461
2026-08-08 13:00:00,Admin Block,88,28.2,100,64.91,8.53,485
2026-08-08 13:00:00,Innovation Centre,47,27.7,95,88.62,15.61,491
2026-08-08 13:00:00,Hostel Block,40,29.5,100,83.29,7.86,539
2026-08-08 14:00:00,Engineering Block,64,29.9,97,110.7,20.97,542
2026-08-08 14:00:00,Library,60,29.3,82,73.39,13.2,499
2026-08-08 14:00:00,Admin Block,25,28.0,95,57.03,10.84,561
2026-08-08 14:00:00,Innovation Centre,73,28.4,84,94.97,14.94,405
2026-08-08 14:00:00,Hostel Block,86,29.4,83,100.98,13.56,534
2026-08-08 15:00:00,Engineering Block,68,28.0,83,98.65,14.22,568
2026-08-08 15:00:00,Library,64,27.5,72,74.55,8.27,475
2026-08-08 15:00:00,Admin Block,79,28.0,80,69.15,13.53,466
2026-08-08 15:00:00,Innovation Centre,29,29.2,76,80.46,7.79,541
2026-08-08 15:00:00,Hostel Block,72,27.7,76,94.17,11.74,525
2026-08-08 16:00:00,Engineering Block,78,28.8,72,116.12,17.83,558
2026-08-08 16:00:00,Library,74,27.9,65,78.7,9.76,473
2026-08-08 16:00:00,Admin Block,80,28.1,74,62.51,5.41,498
2026-08-08 16:00:00,Innovation Centre,25,29.1,72,78.99,9.99,578
2026-08-08 16:00:00,Hostel Block,38,30.5,75,89.32,14.03,529
2026-08-08 17:00:00,Engineering Block,57,29.1,56,99.19,17.91,511
2026-08-08 17:00:00,Library,31,29.5,66,65.28,8.5,582
2026-08-08 17:00:00,Admin Block,73,29.2,58,66.29,8.47,486
2026-08-08 17:00:00,Innovation Centre,61,29.4,61,90.12,17.2,410
2026-08-08 17:00:00,Hostel Block,40,30.0,61,83.43,10.26,441
2026-08-08 18:00:00,Engineering Block,55,30.3,51,103.99,11.73,591
2026-08-08 18:00:00,Library,42,29.4,51,77.88,11.23,488
2026-08-08 18:00:00,Admin Block,28,29.4,52,49.38,6.86,447
2026-08-08 18:00:00,Innovation Centre,84,30.0,55,97.62,19.04,429
2026-08-08 18:00:00,Hostel Block,56,28.6,46,97.52,12.79,598
2026-08-08 19:00:00,Engineering Block,53,31.3,48,103.49,12.3,560
2026-08-08 19:00:00,Library,54,28.9,32,76.67,12.26,401
2026-08-08 19:00:00,Admin Block,63,29.3,39,56.11,7.85,471
2026-08-08 19:00:00,Innovation Centre,63,30.1,38,82.88,11.37,574
2026-08-08 19:00:00,Hostel Block,94,31.0,42,101.15,17.45,489
2026-08-09 08:00:00,Engineering Block,75,27.9,49,111.97,15.78,511
2026-08-09 08:00:00,Library,21,28.3,53,64.9,11.17,542
2026-08-09 08:00:00,Admin Block,47,27.5,51,50.64,10.02,519
2026-08-09 08:00:00,Innovation Centre,86,27.5,42,97.88,18.41,445
2026-08-09 08:00:00,Hostel Block,44,27.8,46,89.02,12.22,521
2026-08-09 09:00:00,Engineering Block,25,28.4,64,95.67,8.96,526
2026-08-09 09:00:00,Library,65,28.6,68,84.24,13.25,544
2026-08-09 09:00:00,Admin Block,25,27.0,55,44.91,4.23,467
2026-08-09 09:00:00,Innovation Centre,84,25.9,61,95.8,12.07,544
2026-08-09 09:00:00,Hostel Block,75,28.4,61,106.2,16.87,557
2026-08-09 10:00:00,Engineering Block,85,27.5,62,109.64,14.82,484
2026-08-09 10:00:00,Library,34,26.5,66,62.29,7.01,516
2026-08-09 10:00:00,Admin Block,48,27.4,65,55.44,7.97,433
2026-08-09 10:00:00,Innovation Centre,70,28.6,64,87.26,8.06,481
2026-08-09 10:00:00,Hostel Block,38,28.7,63,87.21,11.18,505
2026-08-09 11:00:00,Engineering Block,80,28.9,76,110.15,16.62,550
2026-08-09 11:00:00,Library,62,26.5,82,73.12,7.11,462
2026-08-09 11:00:00,Admin Block,88,28.4,88,68.12,10.11,419
2026-08-09 11:00:00,Innovation Centre,80,28.7,75,98.2,8.36,561
2026-08-09 11:00:00,Hostel Block,86,26.6,78,109.37,19.14,441
2026-08-09 12:00:00,Engineering Block,51,26.9,89,92.58,13.11,586
2026-08-09 12:00:00,Library,79,26.7,85,87.19,10.89,415
2026-08-09 12:00:00,Admin Block,63,27.1,98,54.81,9.34,500
2026-08-09 12:00:00,Innovation Centre,80,28.3,97,97.06,18.82,444
2026-08-09 12:00:00,Hostel Block,57,28.1,86,90.72,10.68,526
2026-08-09 13:00:00,Engineering Block,55,28.4,100,96.27,8.72,528
2026-08-09 13:00:00,Library,70,27.1,100,85.45,7.14,575
2026-08-09 13:00:00,Admin Block,55,27.6,100,52.04,9.59,405
2026-08-09 13:00:00,Innovation Centre,60,28.7,100,83.04,12.57,405
2026-08-09 13:00:00,Hostel Block,43,27.5,96,94.46,8.15,450
2026-08-09 14:00:00,Engineering Block,74,27.3,82,103.18,9.56,420
2026-08-09 14:00:00,Library,77,28.6,95,87.39,13.39,428
2026-08-09 14:00:00,Admin Block,31,29.2,85,53.65,8.62,577
2026-08-09 14:00:00,Innovation Centre,46,29.7,84,83.5,15.47,538
2026-08-09 14:00:00,Hostel Block,45,28.8,97,92.84,17.87,557
2026-08-09 15:00:00,Engineering Block,67,28.8,77,106.65,18.84,486
2026-08-09 15:00:00,Library,64,28.7,72,83.3,12.23,577
2026-08-09 15:00:00,Admin Block,48,30.2,79,58.33,5.16,429
2026-08-09 15:00:00,Innovation Centre,82,28.1,88,93.63,15.79,407
2026-08-09 15:00:00,Hostel Block,94,28.8,80,102.8,13.18,441
2026-08-09 16:00:00,Engineering Block,78,30.6,67,112.64,9.18,571
2026-08-09 16:00:00,Library,56,29.9,76,80.57,6.77,484
2026-08-09 16:00:00,Admin Block,84,28.0,74,65.28,5.49,561
2026-08-09 16:00:00,Innovation Centre,26,29.1,74,79.43,9.4,542
2026-08-09 16:00:00,Hostel Block,79,30.7,73,101.45,14.58,516
2026-08-09 17:00:00,Engineering Block,38,30.2,60,98.95,9.49,513
2026-08-09 17:00:00,Library,31,29.8,66,66.56,7.34,534
2026-08-09 17:00:00,Admin Block,24,29.9,58,47.86,5.98,583
2026-08-09 17:00:00,Innovation Centre,71,28.6,55,85.47,9.93,527
2026-08-09 17:00:00,Hostel Block,42,29.2,55,84.16,11.13,450
2026-08-09 18:00:00,Engineering Block,39,29.1,51,93.1,15.42,486
2026-08-09 18:00:00,Library,75,29.8,56,87.12,12.21,552
2026-08-09 18:00:00,Admin Block,76,30.4,56,61.47,7.37,495
2026-08-09 18:00:00,Innovation Centre,46,28.4,58,78.04,11.53,422
2026-08-09 18:00:00,Hostel Block,57,30.4,43,88.39,13.55,478
2026-08-09 19:00:00,Engineering Block,82,28.8,46,118.87,11.09,487
2026-08-09 19:00:00,Library,28,30.0,32,68.25,7.85,420
2026-08-09 19:00:00,Admin Block,54,29.6,32,52.56,4.39,538
2026-08-09 19:00:00,Innovation Centre,33,30.8,46,81.56,10.77,498
2026-08-09 19:00:00,Hostel Block,52,30.2,36,84.3,7.03,462
2026-08-10 08:00:00,Engineering Block,84,26.5,53,112.3,21.07,475
2026-08-10 08:00:00,Library,57,26.6,52,79.4,9.06,596
2026-08-10 08:00:00,Admin Block,43,26.8,44,58.82,8.51,577
2026-08-10 08:00:00,Innovation Centre,64,27.1,47,91.88,17.04,410
2026-08-10 08:00:00,Hostel Block,93,28.2,42,101.12,13.14,479
2026-08-10 09:00:00,Engineering Block,37,26.6,53,92.21,16.16,558
2026-08-10 09:00:00,Library,53,26.1,60,74.49,6.5,403
2026-08-10 09:00:00,Admin Block,82,26.3,63,69.06,11.09,575
2026-08-10 09:00:00,Innovation Centre,88,26.4,53,87.98,7.26,591
2026-08-10 09:00:00,Hostel Block,80,27.1,63,104.55,9.83,436
2026-08-10 10:00:00,Engineering Block,88,26.5,68,115.22,10.81,586
2026-08-10 10:00:00,Library,82,26.9,66,80.26,8.77,423
2026-08-10 10:00:00,Admin Block,39,28.9,78,55.92,5.75,471
2026-08-10 10:00:00,Innovation Centre,68,28.3,68,88.0,9.97,432
2026-08-10 10:00:00,Hostel Block,50,27.6,62,86.46,9.76,440
2026-08-10 11:00:00,Engineering Block,37,28.2,74,100.73,17.42,487
2026-08-10 11:00:00,Library,90,27.3,88,94.23,13.11,484
2026-08-10 11:00:00,Admin Block,26,28.3,85,49.78,6.47,537
2026-08-10 11:00:00,Innovation Centre,21,28.9,80,73.38,9.23,480
2026-08-10 11:00:00,Hostel Block,70,29.1,85,96.7,13.64,401
2026-08-10 12:00:00,Engineering Block,71,27.2,91,101.11,9.83,559
2026-08-10 12:00:00,Library,66,29.1,86,72.72,5.87,424
2026-08-10 12:00:00,Admin Block,53,26.7,94,51.21,7.69,526
2026-08-10 12:00:00,Innovation Centre,27,28.5,94,69.88,5.89,569
2026-08-10 12:00:00,Hostel Block,90,28.2,90,113.94,19.61,474
2026-08-10 13:00:00,Engineering Block,56,29.6,100,94.13,8.26,567
2026-08-10 13:00:00,Library,21,28.0,98,60.59,5.88,464
2026-08-10 13:00:00,Admin Block,68,28.0,93,54.26,5.1,591
2026-08-10 13:00:00,Innovation Centre,67,27.4,99,81.33,13.66,576
2026-08-10 13:00:00,Hostel Block,84,28.2,100,100.26,10.65,468
2026-08-10 14:00:00,Engineering Block,24,28.2,82,88.93,7.52,559
2026-08-10 14:00:00,Library,52,28.0,83,75.04,10.05,504
2026-08-10 14:00:00,Admin Block,27,28.5,86,59.5,10.81,424
2026-08-10 14:00:00,Innovation Centre,69,28.1,86,96.13,11.97,572
2026-08-10 14:00:00,Hostel Block,72,27.7,83,102.55,19.75,570
2026-08-10 15:00:00,Engineering Block,26,29.1,84,83.43,6.81,507
2026-08-10 15:00:00,Library,71,29.0,85,77.89,14.17,520
2026-08-10 15:00:00,Admin Block,58,27.9,76,62.7,8.58,487
2026-08-10 15:00:00,Innovation Centre,58,30.2,73,78.47,11.27,553
2026-08-10 15:00:00,Hostel Block,39,28.0,84,79.98,11.55,417
2026-08-10 16:00:00,Engineering Block,61,29.2,75,99.7,11.0,437
2026-08-10 16:00:00,Library,65,27.9,65,73.23,10.59,419
2026-08-10 16:00:00,Admin Block,87,30.5,66,72.6,9.76,570
2026-08-10 16:00:00,Innovation Centre,72,29.3,68,95.76,15.77,488
2026-08-10 16:00:00,Hostel Block,75,29.3,72,95.11,13.48,561
2026-08-10 17:00:00,Engineering Block,24,29.4,60,95.38,17.99,443
2026-08-10 17:00:00,Library,43,29.3,65,71.97,12.25,583
2026-08-10 17:00:00,Admin Block,66,28.4,67,55.47,5.57,540
2026-08-10 17:00:00,Innovation Centre,25,28.1,66,75.57,13.89,448
2026-08-10 17:00:00,Hostel Block,52,30.2,59,96.76,13.95,438
2026-08-10 18:00:00,Engineering Block,84,28.3,42,107.81,15.44,402
2026-08-10 18:00:00,Library,45,30.4,54,80.39,7.31,529
2026-08-10 18:00:00,Admin Block,83,30.1,50,58.33,7.03,431
2026-08-10 18:00:00,Innovation Centre,43,29.4,42,84.2,9.69,570
2026-08-10 18:00:00,Hostel Block,47,29.6,57,82.22,15.3,552
2026-08-10 19:00:00,Engineering Block,21,31.5,45,82.27,9.13,413
2026-08-10 19:00:00,Library,40,30.2,32,64.34,8.63,462
2026-08-10 19:00:00,Admin Block,50,29.7,46,62.7,9.92,417
2026-08-10 19:00:00,Innovation Centre,36,30.4,46,83.78,15.05,494
2026-08-10 19:00:00,Hostel Block,43,30.1,44,83.42,10.14,400
2026-08-11 08:00:00,Engineering Block,90,27.2,56,115.77,9.89,494
2026-08-11 08:00:00,Library,89,26.2,55,86.08,15.25,465
2026-08-11 08:00:00,Admin Block,80,26.5,44,60.39,6.08,577
2026-08-11 08:00:00,Innovation Centre,67,27.1,51,91.78,10.82,433
2026-08-11 08:00:00,Hostel Block,69,26.2,43,91.38,10.09,508
2026-08-11 09:00:00,Engineering Block,24,26.0,59,91.6,14.48,570
2026-08-11 09:00:00,Library,87,27.8,53,90.98,12.43,522
2026-08-11 09:00:00,Admin Block,56,26.6,53,61.57,5.64,522
2026-08-11 09:00:00,Innovation Centre,46,27.6,60,77.69,13.1,556
2026-08-11 09:00:00,Hostel Block,81,28.4,52,102.64,9.23,410
2026-08-11 10:00:00,Engineering Block,61,29.0,72,103.86,16.34,450
2026-08-11 10:00:00,Library,89,28.8,67,86.75,15.55,458
2026-08-11 10:00:00,Admin Block,83,28.2,77,63.41,6.92,518
2026-08-11 10:00:00,Innovation Centre,81,27.1,64,97.42,14.03,539
2026-08-11 10:00:00,Hostel Block,50,27.8,65,91.15,10.42,599
2026-08-11 11:00:00,Engineering Block,41,29.0,82,88.09,13.68,409
2026-08-11 11:00:00,Library,54,29.0,74,72.75,7.51,548
2026-08-11 11:00:00,Admin Block,28,26.9,79,56.5,11.22,459
2026-08-11 11:00:00,Innovation Centre,34,26.7,80,84.03,14.93,421
2026-08-11 11:00:00,Hostel Block,39,28.5,77,86.1,12.57,427
2026-08-11 12:00:00,Engineering Block,43,27.8,84,102.09,11.86,427
2026-08-11 12:00:00,Library,42,29.3,91,64.94,10.14,545
2026-08-11 12:00:00,Admin Block,23,29.0,82,52.77,6.58,510
2026-08-11 12:00:00,Innovation Centre,49,26.8,89,87.33,7.79,443
2026-08-11 12:00:00,Hostel Block,82,29.2,82,99.78,15.94,573
2026-08-11 13:00:00,Engineering Block,79,28.0,95,111.34,19.77,528
2026-08-11 13:00:00,Library,52,26.9,97,72.95,7.83,463
2026-08-11 13:00:00,Admin Block,70,29.7,100,65.12,11.26,457
2026-08-11 13:00:00,Innovation Centre,59,28.8,100,79.87,12.22,436
2026-08-11 13:00:00,Hostel Block,47,28.1,99,82.63,9.64,513
2026-08-11 14:00:00,Engineering Block,89,29.9,94,110.88,19.09,548
2026-08-11 14:00:00,Library,48,27.3,92,70.04,13.49,565
2026-08-11 14:00:00,Admin Block,32,29.0,89,50.59,8.28,442
2026-08-11 14:00:00,Innovation Centre,83,29.8,85,88.65,14.58,478
2026-08-11 14:00:00,Hostel Block,50,27.6,92,90.38,10.26,452
2026-08-11 15:00:00,Engineering Block,21,28.9,81,92.48,13.65,448
2026-08-11 15:00:00,Library,66,30.0,81,78.03,8.53,549
2026-08-11 15:00:00,Admin Block,39,27.7,80,47.31,4.29,464
2026-08-11 15:00:00,Innovation Centre,39,28.8,88,85.49,15.71,539
2026-08-11 15:00:00,Hostel Block,58,27.7,79,97.03,13.57,453
2026-08-11 16:00:00,Engineering Block,77,30.0,73,118.27,23.25,583
2026-08-11 16:00:00,Library,25,30.3,67,68.24,7.63,469
2026-08-11 16:00:00,Admin Block,86,28.5,62,68.88,6.52,478
2026-08-11 16:00:00,Innovation Centre,27,29.8,66,81.67,14.84,471
2026-08-11 16:00:00,Hostel Block,42,28.9,67,81.92,9.03,505
2026-08-11 17:00:00,Engineering Block,73,30.2,66,103.16,13.21,487
2026-08-11 17:00:00,Library,31,28.7,52,75.03,10.31,486
2026-08-11 17:00:00,Admin Block,83,28.3,61,65.9,9.17,400
2026-08-11 17:00:00,Innovation Centre,85,29.5,61,92.61,12.06,402
2026-08-11 17:00:00,Hostel Block,48,28.0,53,83.47,12.74,477
2026-08-11 18:00:00,Engineering Block,28,30.6,43,90.79,12.87,518
2026-08-11 18:00:00,Library,84,30.9,49,87.29,13.41,558
2026-08-11 18:00:00,Admin Block,27,29.3,56,60.08,9.37,475
2026-08-11 18:00:00,Innovation Centre,48,29.5,43,84.63,6.86,539
2026-08-11 18:00:00,Hostel Block,67,30.8,52,100.54,12.41,530
2026-08-11 19:00:00,Engineering Block,44,30.3,36,94.45,8.78,578
2026-08-11 19:00:00,Library,38,31.3,40,74.08,13.93,461
2026-08-11 19:00:00,Admin Block,35,30.7,34,55.5,8.69,494
2026-08-11 19:00:00,Innovation Centre,54,29.6,46,82.21,9.27,478
2026-08-11 19:00:00,Hostel Block,70,28.8,42,92.02,15.86,504
2026-08-12 08:00:00,Engineering Block,55,25.6,49,94.6,16.03,405
2026-08-12 08:00:00,Library,28,28.0,57,69.66,6.45,501
2026-08-12 08:00:00,Admin Block,45,25.7,54,52.06,6.35,471
2026-08-12 08:00:00,Innovation Centre,85,27.2,57,89.85,13.19,408
2026-08-12 08:00:00,Hostel Block,57,25.6,55,92.57,18.11,578
2026-08-12 09:00:00,Engineering Block,85,26.9,57,111.38,16.84,493
2026-08-12 09:00:00,Library,66,27.7,67,80.71,10.01,503
2026-08-12 09:00:00,Admin Block,80,26.4,59,63.25,7.13,547
2026-08-12 09:00:00,Innovation Centre,73,26.5,63,89.95,17.75,432
2026-08-12 09:00:00,Hostel Block,51,26.2,55,98.28,8.0,589
2026-08-12 10:00:00,Engineering Block,74,27.1,78,101.39,19.71,534
2026-08-12 10:00:00,Library,86,28.5,62,92.92,16.71,407
2026-08-12 10:00:00,Admin Block,40,26.6,76,57.52,7.37,599
2026-08-12 10:00:00,Innovation Centre,85,26.9,67,102.18,11.71,598
2026-08-12 10:00:00,Hostel Block,93,27.4,64,113.48,21.47,564
2026-08-12 11:00:00,Engineering Block,41,27.7,85,99.97,12.26,562
2026-08-12 11:00:00,Library,61,29.2,75,83.98,9.85,600
2026-08-12 11:00:00,Admin Block,39,29.2,77,59.22,7.79,540
2026-08-12 11:00:00,Innovation Centre,43,27.3,86,82.32,12.46,558
2026-08-12 11:00:00,Hostel Block,53,28.3,76,95.75,18.39,463
2026-08-12 12:00:00,Engineering Block,68,27.7,86,102.52,13.81,497
2026-08-12 12:00:00,Library,83,29.1,97,79.28,9.63,415
2026-08-12 12:00:00,Admin Block,76,28.2,88,66.75,9.71,491
2026-08-12 12:00:00,Innovation Centre,75,27.7,83,83.92,14.99,438
2026-08-12 12:00:00,Hostel Block,85,27.9,86,99.34,12.63,561
2026-08-12 13:00:00,Engineering Block,75,27.5,95,107.74,11.02,541
2026-08-12 13:00:00,Library,54,28.9,95,77.06,14.56,544
2026-08-12 13:00:00,Admin Block,24,28.7,100,46.81,4.97,521
2026-08-12 13:00:00,Innovation Centre,83,27.5,100,93.16,13.98,411
2026-08-12 13:00:00,Hostel Block,74,27.4,97,107.48,20.14,577
2026-08-12 14:00:00,Engineering Block,63,28.3,93,105.25,11.5,544
2026-08-12 14:00:00,Library,42,29.6,98,70.33,10.99,502
2026-08-12 14:00:00,Admin Block,34,28.8,98,54.16,7.3,560
2026-08-12 14:00:00,Innovation Centre,48,28.7,85,74.74,7.41,429
2026-08-12 14:00:00,Hostel Block,60,28.5,93,96.26,17.83,481
2026-08-12 15:00:00,Engineering Block,86,29.0,85,115.39,17.36,424
2026-08-12 15:00:00,Library,86,27.4,80,90.96,16.45,472
2026-08-12 15:00:00,Admin Block,47,30.1,77,57.99,7.08,574
2026-08-12 15:00:00,Innovation Centre,55,29.6,76,86.55,7.46,531
2026-08-12 15:00:00,Hostel Block,55,27.6,74,100.63,12.75,434
2026-08-12 16:00:00,Engineering Block,56,28.0,71,101.3,16.54,459
2026-08-12 16:00:00,Library,29,30.0,67,70.27,6.75,561
2026-08-12 16:00:00,Admin Block,53,28.1,69,53.95,6.02,419
2026-08-12 16:00:00,Innovation Centre,77,27.8,71,91.92,13.53,406
2026-08-12 16:00:00,Hostel Block,66,28.0,70,89.98,8.28,448
2026-08-12 17:00:00,Engineering Block,49,29.0,54,97.35,12.32,551
2026-08-12 17:00:00,Library,37,30.8,56,69.93,6.57,592
2026-08-12 17:00:00,Admin Block,67,28.4,60,68.33,10.3,449
2026-08-12 17:00:00,Innovation Centre,71,30.7,58,92.73,17.29,461
2026-08-12 17:00:00,Hostel Block,57,28.1,66,99.97,8.87,525
2026-08-12 18:00:00,Engineering Block,89,29.8,44,117.87,19.52,462
2026-08-12 18:00:00,Library,20,30.2,44,70.09,6.55,425
2026-08-12 18:00:00,Admin Block,53,28.7,52,62.03,10.58,447
2026-08-12 18:00:00,Innovation Centre,48,29.0,56,81.63,9.33,458
2026-08-12 18:00:00,Hostel Block,53,30.8,48,86.37,8.31,574
2026-08-12 19:00:00,Engineering Block,66,30.2,39,105.96,12.57,509
2026-08-12 19:00:00,Library,28,30.3,41,62.03,11.77,530
2026-08-12 19:00:00,Admin Block,89,28.9,46,63.46,12.53,554
2026-08-12 19:00:00,Innovation Centre,34,29.9,38,81.15,15.59,511
2026-08-12 19:00:00,Hostel Block,91,28.9,42,101.84,17.3,415
2026-08-13 08:00:00,Engineering Block,35,25.5,44,88.12,7.09,585
2026-08-13 08:00:00,Library,90,26.4,50,82.75,16.38,420
2026-08-13 08:00:00,Admin Block,40,28.1,58,53.75,8.18,519
2026-08-13 08:00:00,Innovation Centre,83,26.4,43,93.5,18.3,499
2026-08-13 08:00:00,Hostel Block,68,25.7,50,98.66,18.63,522
2026-08-13 09:00:00,Engineering Block,73,27.3,59,115.67,21.46,453
2026-08-13 09:00:00,Library,85,26.3,68,82.9,13.35,418
2026-08-13 09:00:00,Admin Block,43,26.2,59,62.38,8.78,581
2026-08-13 09:00:00,Innovation Centre,33,27.4,57,69.09,13.71,486
2026-08-13 09:00:00,Hostel Block,91,27.3,55,108.73,13.16,493
2026-08-13 10:00:00,Engineering Block,39,26.2,66,97.01,15.43,493
2026-08-13 10:00:00,Library,72,28.7,63,76.9,13.29,570
2026-08-13 10:00:00,Admin Block,31,26.9,65,49.54,5.71,434
2026-08-13 10:00:00,Innovation Centre,66,26.2,72,85.01,8.15,527
2026-08-13 10:00:00,Hostel Block,42,27.6,74,81.29,11.01,486
2026-08-13 11:00:00,Engineering Block,68,27.1,79,106.32,12.89,523
2026-08-13 11:00:00,Library,51,28.6,83,80.71,10.13,475
2026-08-13 11:00:00,Admin Block,38,26.5,87,50.42,9.24,581
2026-08-13 11:00:00,Innovation Centre,48,27.7,81,86.83,17.02,569
2026-08-13 11:00:00,Hostel Block,52,27.2,81,93.68,13.73,444
2026-08-13 12:00:00,Engineering Block,61,27.9,87,100.46,18.49,438
2026-08-13 12:00:00,Library,30,27.2,84,68.71,6.71,454
2026-08-13 12:00:00,Admin Block,88,28.7,83,61.07,8.3,501
2026-08-13 12:00:00,Innovation Centre,63,28.7,87,87.82,13.54,544
2026-08-13 12:00:00,Hostel Block,83,27.5,97,104.38,17.82,555
2026-08-13 13:00:00,Engineering Block,83,28.6,95,106.91,12.59,586
2026-08-13 13:00:00,Library,83,29.4,100,81.14,8.03,585
